,Año,Id_Municipio,Nombre_Municipio,Poblacion,Total_Accidentes,Tasa_Accidentes,Total_Muertes,Tasa_Muertos,Total_Muertes_Alcohol,Tasa_Muertos_Alcohol,Total_Heridos,Tasa_Heridos,Total_Heridos_Alcohol,Tasa_Heridos_Alcohol,Total_Cinturon_Uso,Total_Cinturon_Tasa,Total_Fugas,Total_Fugas_Tasa
121,1998,50,Rayón,1591,11,6.913890634820867,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.257071024512885
122,1998,51,Rosario,5432,9,1.6568483063328423,1,0.1840942562592047,0,0.0,2,0.3681885125184094,0,0.0,0,0.0,2,0.3681885125184094
123,1998,52,Sahuaripa,6400,45,7.03125,2,0.3125,1,0.15625,28,4.375,14,2.1875,0,0.0,7,1.09375
124,1998,53,San Felipe de Jesús,416,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
125,1998,54,San Javier,279,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126,1998,55,San Luis Río Colorado,145006,1402,9.668565438671502,10,0.06896266361391942,3,0.020688799084175827,433,2.986083334482711,126,0.8689295615353848,0,0.0,111,0.7654855661145057
127,1998,56,San Miguel de Horcasitas,5626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
128,1998,57,San Pedro de la Cueva,1703,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
129,1998,58,Santa Ana,13526,62,4.583764601508206,1,0.0739316871211001,0,0.0,15,1.1089753068165016,0,0.0,0,0.0,11,0.8132485583321012
130,1998,59,Santa Cruz,1628,13,7.985257985257985,1,0.6142506142506142,0,0.0,9,5.528255528255528,0,0.0,0,0.0,3,1.8427518427518428
131,1998,60,Sáric,2257,2,0.8861320336730173,2,0.8861320336730173,0,0.0,4,1.7722640673460346,0,0.0,0,0.0,0,0.0
132,1998,61,Soyopa,1649,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
133,1998,62,Suaqui Grande,1175,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
134,1998,63,Tepache,1539,2,1.299545159194282,0,0.0,0,0.0,4,2.599090318388564,3,1.949317738791423,0,0.0,0,0.0
135,1998,64,Trincheras,1756,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
136,1998,65,Tubutama,1798,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
137,1998,66,Ures,9565,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
138,1998,67,Villa Hidalgo,1986,12,6.042296072507553,0,0.0,0,0.0,1,0.5035246727089627,0,0.0,0,0.0,0,0.0
139,1998,68,Villa Pesqueira,1590,11,6.918238993710692,1,0.6289308176100629,1,0.6289308176100629,7,4.40251572327044,3,1.8867924528301887,0,0.0,0,0.0
140,1998,69,Yécora,6069,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
141,1998,70,General Plutarco Elías Calles,11278,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
142,1998,71,Benito Juárez,21813,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
143,1998,72,San Ignacio Río Muerto,13692,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
144,1999,1,Aconchi,2420,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
145,1999,2,Agua Prieta,61944,513,8.281673769856646,4,0.06457445434586077,0,0.0,203,3.2771535580524347,51,0.823324292909725,2,0.03228722717293039,24,0.38744672607516467
146,1999,3,Alamos,25152,46,1.828880407124682,3,0.11927480916030533,0,0.0,24,0.9541984732824427,3,0.11927480916030533,0,0.0,11,0.4373409669211196
147,1999,4,Altar,7253,49,6.755825175789329,2,0.2757479663587481,0,0.0,12,1.6544877981524886,0,0.0,0,0.0,5,0.6893699158968702
148,1999,5,Arivechi,1484,7,4.716981132075471,0,0.0,0,0.0,3,2.0215633423180592,0,0.0,0,0.0,3,2.0215633423180592
149,1999,6,Arizpe,3396,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
150,1999,7,Atil,718,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
151,1999,8,Bacadéhuachi,1348,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
152,1999,9,Bacanora,943,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
153,1999,10,Bacerac,1366,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
154,1999,11,Bacoachi,1496,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
155,1999,12,Bácum,21322,32,1.5007972985648625,3,0.14069974674045585,0,0.0,27,1.2662977206641028,0,0.0,0,0.0,0,0.0
156,1999,13,Banámichi,1484,11,7.412398921832884,0,0.0,0,0.0,16,10.781671159029651,6,4.0431266846361185,0,0.0,3,2.0215633423180592
157,1999,14,Baviácora,3724,8,2.1482277121374866,2,0.5370569280343717,2,0.5370569280343717,12,3.22234156820623,7,1.8796992481203008,0,0.0,4,1.0741138560687433
158,1999,15,Bavispe,1377,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
159,1999,16,Benjamín Hill,5732,39,6.80390788555478,2,0.34891835310537334,0,0.0,82,14.305652477320306,6,1.0467550593161201,0,0.0,0,0.0
160,1999,17,Caborca,69516,1012,14.557799643247597,11,0.15823695264399565,1,0.014385177513090512,337,4.847804821911502,36,0.5178663904712584,0,0.0,244,3.509983313194085
161,1999,18,Cajeme,356290,3669,10.297791125206995,16,0.04490723848550338,0,0.0,1386,3.8900895338067305,199,0.5585337786634483,13,0.0364871312694715,1558,4.372842347525892
162,1999,19,Cananea,32061,222,6.924300552072612,3,0.09357162908206232,0,0.0,101,3.150244845762765,10,0.31190543027354106,0,0.0,0,0.0
163,1999,20,Carbó,4984,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
164,1999,21,La Colorada,2306,13,5.637467476149176,0,0.0,0,0.0,16,6.938421509106678,8,3.469210754553339,0,0.0,3,1.3009540329575022
165,1999,22,Cucurpe,937,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
166,1999,23,Cumpas,6202,49,7.900677200902935,2,0.32247662044501774,0,0.0,11,1.7736214124475975,8,1.289906481780071,0,0.0,0,0.0
167,1999,24,Divisaderos,825,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
168,1999,25,Empalme,49987,268,5.361393962430232,2,0.04001040270470322,0,0.0,80,1.600416108188129,26,0.5201352351611419,0,0.0,38,0.7601976513893612
169,1999,26,Etchojoa,56129,178,3.1712661903828683,13,0.23160932851110835,2,0.03563220438632436,107,1.9063229346683535,10,0.1781610219316218,0,0.0,41,0.7304601899196493
170,1999,27,Fronteras,7801,7,0.8973208563004743,0,0.0,0,0.0,1,0.12818869375721062,0,0.0,0,0.0,0,0.0
171,1999,28,Granados,1235,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
172,1999,29,Guaymas,130329,1266,9.713877955021523,13,0.09974756193939951,0,0.0,496,3.8057531324570895,91,0.6982329335757966,2,0.015345778759907617,94,0.721251601715658
173,1999,30,Hermosillo,609829,3111,5.101430073020469,51,0.08363000119705688,6,0.009838823670241987,2118,3.473104755595421,537,0.8805747184866577,18,0.029516471010725957,527,0.8641766790362544
174,1999,31,Huachinera,1147,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
175,1999,32,Huásabas,966,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
176,1999,33,Huatabampo,76296,198,2.5951557093425603,12,0.15728216420257943,1,0.013106847016881619,111,1.4548600188738596,7,0.09174792911817133,0,0.0,19,0.24903009332075077
177,1999,34,Huépac,1142,1,0.8756567425569177,0,0.0,0,0.0,1,0.8756567425569177,0,0.0,0,0.0,1,0.8756567425569177
178,1999,35,Imuris,9988,23,2.302763315979175,8,0.8009611533840608,0,0.0,14,1.4016820184221066,1,0.1001201441730076,0,0.0,1,0.1001201441730076
179,1999,36,Magdalena,24447,111,4.540434409129954,1,0.04090481449666626,0,0.0,29,1.1862396204033216,2,0.08180962899333252,0,0.0,74,3.026956272753303
180,1999,37,Mazatán,1584,13,8.207070707070708,0,0.0,0,0.0,11,6.944444444444444,0,0.0,0,0.0,5,3.1565656565656566
181,1999,38,Moctezuma,4187,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
182,1999,39,Naco,5370,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
183,1999,40,Nácori Chico,2236,2,0.8944543828264758,0,0.0,0,0.0,2,0.8944543828264758,2,0.8944543828264758,0,0.0,0,0.0
184,1999,41,Nacozari de García,14365,109,7.587887225896275,2,0.1392272885485555,1,0.06961364427427776,34,2.366863905325444,8,0.556909154194222,0,0.0,13,0.9049773755656109
185,1999,42,Navojoa,140650,951,6.7614646285104865,20,0.14219694276573053,0,0.0,437,3.107003199431212,18,0.12797724848915748,0,0.0,70,0.4976892996800569
186,1999,43,Nogales,159787,1829,11.446488137332825,75,0.4693748552760863,9,0.05632498263313035,494,3.0916157134184883,107,0.6696414601938832,10,0.06258331403681151,134,0.8386164080932742
